ID,tno,bno,instr,ans,stimuli,cong,RT,Response,Status,gno
106702037,117,2,2,2,SH,2,417.73154,2,1,1
106702037,118,2,1,2,HS,2,470.7095,2,1,1
106702037,119,2,1,2,HS,2,434.481003,2,1,1
106702037,120,2,1,1,SH,2,896.110855,1,1,1
106702037,121,2,1,1,SH,2,498.481763,2,2,1
106702037,122,2,2,2,HH,1,524.694767,2,1,1
106702037,123,2,1,1,SS,1,789.258176,1,1,1
106702037,124,2,2,1,HS,2,1347.253304,1,1,1
106702037,125,2,1,1,SS,1,628.186504,1,1,1
106702037,126,2,1,2,HS,2,592.055765,2,1,1
106702037,127,2,1,1,SS,1,598.744661,1,1,1
106702037,128,2,2,2,HH,1,388.200977,2,1,1
107702006,1,1,2,2,SH,2,890.448558,2,1,1
107702006,2,1,2,2,SH,2,564.687114,2,1,1
107702006,3,1,1,2,HH,1,899.457935,2,1,1
107702006,4,1,1,1,SH,2,619.655044,1,1,1
107702006,5,1,1,2,HS,2,438.722951,2,1,1
107702006,6,1,1,1,SH,2,465.609152,1,1,1
107702006,7,1,1,1,SH,2,532.174991,1,1,1
107702006,8,1,1,2,HS,2,641.338439,2,1,1
107702006,9,1,2,2,HH,1,965.295403,2,1,1
107702006,10,1,1,2,HS,2,-999,-999,3,1
107702006,11,1,2,1,SS,1,832.658513,1,1,1
107702006,12,1,2,1,SS,1,452.007523,1,1,1
107702006,13,1,2,2,SH,2,526.620028,1,2,1
107702006,14,1,2,1,SS,1,582.195291,1,1,1
107702006,15,1,1,2,HS,2,458.770095,2,1,1
107702006,16,1,2,2,HH,1,1135.68466,2,1,1
107702006,17,1,2,2,HH,1,639.201399,2,1,1
107702006,18,1,1,1,SH,2,490.166163,1,1,1
107702006,19,1,1,2,HH,1,483.039169,2,1,1
107702006,20,1,1,1,SS,1,532.722184,1,1,1
107702006,21,1,1,1,SH,2,451.56218,1,1,1
107702006,22,1,1,1,SS,1,454.218836,1,1,1
107702006,23,1,2,1,SS,1,495.242447,1,1,1
107702006,24,1,2,1,HS,2,649.135848,1,1,1
107702006,25,1,1,2,HH,1,443.417353,2,1,1
107702006,26,1,1,2,HH,1,350.132976,2,1,1
107702006,27,1,1,1,SH,2,717.835293,2,2,1
107702006,28,1,2,2,SH,2,1038.251372,1,2,1
107702006,29,1,2,1,SS,1,713.340294,1,1,1
107702006,30,1,2,2,HH,1,641.608636,2,1,1
107702006,31,1,2,2,SH,2,659.561339,2,1,1
107702006,32,1,2,2,SH,2,614.49145,2,1,1
107702006,33,1,1,2,HS,2,756.134605,1,2,1
107702006,34,1,1,1,SS,1,752.897271,1,1,1
107702006,35,1,1,2,HS,2,893.79867,2,1,1
107702006,36,1,2,2,SH,2,910.992249,2,1,1
107702006,37,1,1,2,HH,1,535.57961,2,1,1
107702006,38,1,2,2,HH,1,694.77085,2,1,1
107702006,39,1,2,1,SS,1,632.760243,1,1,1
107702006,40,1,2,1,SS,1,467.934741,1,1,1
107702006,41,1,1,1,SS,1,597.200806,1,1,1
107702006,42,1,1,1,SS,1,489.042226,1,1,1
107702006,43,1,2,2,HH,1,865.380796,2,1,1
107702006,44,1,2,1,HS,2,627.98563,1,1,1
107702006,45,1,1,2,HH,1,599.27986,2,1,1
107702006,46,1,1,1,SS,1,612.049822,1,1,1
107702006,47,1,2,1,HS,2,672.774452,1,1,1
107702006,48,1,1,2,HH,1,497.082149,2,1,1
107702006,49,1,1,1,SH,2,787.342947,1,1,1
107702006,50,1,2,2,SH,2,649.098982,1,2,1
107702006,51,1,2,1,HS,2,570.792987,1,1,1
107702006,52,1,1,2,HS,2,999.673392,2,1,1
107702006,53,1,1,1,SS,1,549.267558,1,1,1
107702006,54,1,2,2,HH,1,843.45621,2,1,1
107702006,55,1,2,1,SS,1,542.559544,1,1,1
107702006,56,1,2,1,HS,2,590.283526,1,1,1
107702006,57,1,1,1,SH,2,763.870061,2,2,1
107702006,58,1,1,2,HH,1,578.752146,2,1,1
107702006,59,1,2,1,HS,2,720.092922,1,1,1
107702006,60,1,1,1,SS,1,407.565281,1,1,1
107702006,61,1,2,2,HH,1,562.046652,2,1,1
107702006,62,1,2,1,HS,2,615.834019,1,1,1
107702006,63,1,1,2,HS,2,500.198264,2,1,1
107702006,64,1,2,1,HS,2,621.343127,1,1,1
107702006,65,2,2,2,SH,2,1077.540349,2,1,1
107702006,66,2,2,1,SS,1,551.332909,1,1,1
107702006,67,2,1,1,SH,2,685.773019,1,1,1
107702006,68,2,1,1,SS,1,431.160397,1,1,1
107702006,69,2,2,1,HS,2,560.696036,1,1,1
107702006,70,2,1,2,HH,1,702.855253,2,1,1
107702006,71,2,1,1,SS,1,375.357136,1,1,1
107702006,72,2,1,1,SH,2,540.030847,1,1,1
107702006,73,2,2,1,SS,1,489.777348,1,1,1
107702006,74,2,1,1,SH,2,483.075532,1,1,1
107702006,75,2,2,1,HS,2,564.43971,1,1,1
107702006,76,2,1,2,HS,2,1083.504384,1,2,1
107702006,77,2,1,2,HH,1,453.159422,2,1,1
107702006,78,2,1,1,SH,2,1049.738354,1,1,1
107702006,79,2,2,1,SS,1,563.580069,1,1,1
107702006,80,2,1,2,HH,1,424.634946,2,1,1
107702006,81,2,2,1,HS,2,590.136826,1,1,1
107702006,82,2,2,2,HH,1,634.985084,2,1,1
107702006,83,2,1,1,SS,1,670.529272,1,1,1
107702006,84,2,1,2,HS,2,696.191329,2,1,1
107702006,85,2,2,2,SH,2,793.771543,2,1,1
107702006,86,2,2,1,HS,2,805.760624,1,1,1
107702006,87,2,2,1,HS,2,506.36707,1,1,1
107702006,88,2,2,2,SH,2,681.680225,2,1,1
107702006,89,2,2,1,SS,1,451.173174,1,1,1
107702006,90,2,1,1,SH,2,429.841591,1,1,1
107702006,91,2,2,2,HH,1,705.242787,2,1,1
107702006,92,2,2,2,SH,2,618.03412,2,1,1
107702006,93,2,1,2,HH,1,654.962448,2,1,1
107702006,94,2,1,1,SS,1,330.439228,1,1,1
107702006,95,2,1,2,HH,1,393.304418,2,1,1
107702006,96,2,2,1,HS,2,471.322063,1,1,1
107702006,97,2,1,2,HS,2,497.650622,2,1,1
107702006,98,2,1,2,HH,1,380.161084,2,1,1
107702006,99,2,1,1,SS,1,402.682601,1,1,1
107702006,100,2,2,1,HS,2,687.030357,1,1,1
107702006,101,2,1,2,HH,1,424.745489,2,1,1
107702006,102,2,1,2,HH,1,389.343787,2,1,1
107702006,103,2,2,2,SH,2,548.583149,2,1,1
107702006,104,2,2,2,HH,1,580.820906,2,1,1
107702006,105,2,2,2,HH,1,451.317673,2,1,1
107702006,106,2,2,2,HH,1,446.832486,2,1,1
107702006,107,2,2,2,SH,2,594.634957,2,1,1
107702006,108,2,2,1,SS,1,360.295844,1,1,1
107702006,109,2,1,2,HS,2,423.266717,2,1,1
107702006,110,2,2,1,SS,1,499.474455,1,1,1
107702006,111,2,1,1,SH,2,948.188999,1,1,1
107702006,112,2,1,2,HS,2,561.914256,2,1,1
107702006,113,2,2,2,SH,2,1033.786386,2,1,1
107702006,114,2,2,1,SS,1,564.743144,1,1,1
107702006,115,2,2,2,HH,1,586.698892,2,1,1
107702006,116,2,2,1,SS,1,440.007278,1,1,1
107702006,117,2,2,2,SH,2,556.729282,2,1,1
107702006,118,2,1,2,HS,2,850.560063,2,1,1
107702006,119,2,1,2,HS,2,486.849756,2,1,1
107702006,120,2,1,1,SH,2,433.109247,1,1,1
107702006,121,2,1,1,SH,2,459.87593,1,1,1
107702006,122,2,2,2,HH,1,542.124164,2,1,1
107702006,123,2,1,1,SS,1,1068.925565,1,1,1
107702006,124,2,2,1,HS,2,623.630352,1,1,1
107702006,125,2,1,1,SS,1,684.30139,1,1,1
107702006,126,2,1,2,HS,2,614.548029,2,1,1
107702006,127,2,1,1,SS,1,666.902955,1,1,1
107702006,128,2,2,2,HH,1,621.956672,2,1,1
107702030,1,1,2,2,SH,2,1182.816454,2,1,1
107702030,2,1,2,2,SH,2,518.710334,2,1,1
107702030,3,1,1,2,HH,1,529.043904,2,1,1
107702030,4,1,1,1,SH,2,705.299857,1,1,1
107702030,5,1,1,2,HS,2,1003.948042,2,1,1
107702030,6,1,1,1,SH,2,850.138477,1,1,1
107702030,7,1,1,1,SH,2,694.441353,1,1,1
107702030,8,1,1,2,HS,2,624.63682,2,1,1
107702030,9,1,2,2,HH,1,695.606833,2,1,1
107702030,10,1,1,2,HS,2,809.270747,2,1,1
107702030,11,1,2,1,SS,1,703.31244,1,1,1
107702030,12,1,2,1,SS,1,409.792447,1,1,1
107702030,13,1,2,2,SH,2,775.800187,2,1,1
107702030,14,1,2,1,SS,1,479.246548,1,1,1
107702030,15,1,1,2,HS,2,433.732311,2,1,1
107702030,16,1,2,2,HH,1,527.51417,2,1,1
107702030,17,1,2,2,HH,1,495.979995,2,1,1
107702030,18,1,1,1,SH,2,706.098102,1,1,1
107702030,19,1,1,2,HH,1,396.002914,2,1,1
107702030,20,1,1,1,SS,1,363.406616,1,1,1
107702030,21,1,1,1,SH,2,635.321073,1,1,1
107702030,22,1,1,1,SS,1,456.567638,1,1,1
107702030,23,1,2,1,SS,1,484.410833,1,1,1
107702030,24,1,2,1,HS,2,415.743905,1,1,1
107702030,25,1,1,2,HH,1,389.474635,2,1,1
107702030,26,1,1,2,HH,1,388.63611,2,1,1
107702030,27,1,1,1,SH,2,626.77231,1,1,1
107702030,28,1,2,2,SH,2,568.49771,2,1,1
107702030,29,1,2,1,SS,1,448.590816,1,1,1
107702030,30,1,2,2,HH,1,694.118045,2,1,1
107702030,31,1,2,2,SH,2,712.228529,2,1,1
107702030,32,1,2,2,SH,2,401.71565,2,1,1
107702030,33,1,1,2,HS,2,408.329409,2,1,1
107702030,34,1,1,1,SS,1,391.415258,1,1,1
107702030,35,1,1,2,HS,2,735.499948,2,1,1
107702030,36,1,2,2,SH,2,558.785298,2,1,1
107702030,37,1,1,2,HH,1,471.395336,2,1,1
107702030,38,1,2,2,HH,1,547.415204,2,1,1
107702030,39,1,2,1,SS,1,811.078374,1,1,1
107702030,40,1,2,1,SS,1,401.839644,1,1,1
107702030,41,1,1,1,SS,1,472.779759,1,1,1
107702030,42,1,1,1,SS,1,421.497722,1,1,1
107702030,43,1,2,2,HH,1,418.732181,2,1,1
107702030,44,1,2,1,HS,2,744.26243,1,1,1
107702030,45,1,1,2,HH,1,505.721467,2,1,1
107702030,46,1,1,1,SS,1,354.852096,1,1,1
107702030,47,1,2,1,HS,2,579.521763,1,1,1
107702030,48,1,1,2,HH,1,379.796265,2,1,1
107702030,49,1,1,1,SH,2,907.049686,1,1,1
107702030,50,1,2,2,SH,2,565.843945,2,1,1
107702030,51,1,2,1,HS,2,556.955685,1,1,1
107702030,52,1,1,2,HS,2,909.295337,2,1,1
107702030,53,1,1,1,SS,1,352.505571,1,1,1
107702030,54,1,2,2,HH,1,616.842955,2,1,1
107702030,55,1,2,1,SS,1,598.586412,1,1,1
107702030,56,1,2,1,HS,2,485.459234,1,1,1
107702030,57,1,1,1,SH,2,625.244704,1,1,1
107702030,58,1,1,2,HH,1,334.574066,2,1,1
107702030,59,1,2,1,HS,2,438.898121,1,1,1
107702030,60,1,1,1,SS,1,412.040342,1,1,1
107702030,61,1,2,2,HH,1,683.390238,2,1,1
107702030,62,1,2,1,HS,2,414.179661,1,1,1
107702030,63,1,1,2,HS,2,652.707417,2,1,1
107702030,64,1,2,1,HS,2,375.86453,1,1,1
107702030,65,2,2,2,SH,2,743.371698,2,1,1
107702030,66,2,2,1,SS,1,416.651149,1,1,1
107702030,67,2,1,1,SH,2,894.718109,1,1,1
107702030,68,2,1,1,SS,1,433.178871,1,1,1
107702030,69,2,2,1,HS,2,478.890329,1,1,1
107702030,70,2,1,2,HH,1,338.005855,2,1,1
107702030,71,2,1,1,SS,1,371.239012,1,1,1
107702030,72,2,1,1,SH,2,859.159445,1,1,1
107702030,73,2,2,1,SS,1,551.149099,1,1,1
107702030,74,2,1,1,SH,2,447.951548,1,1,1
107702030,75,2,2,1,HS,2,645.296873,1,1,1
107702030,76,2,1,2,HS,2,537.182346,2,1,1
107702030,77,2,1,2,HH,1,441.384412,2,1,1
107702030,78,2,1,1,SH,2,526.041387,1,1,1
107702030,79,2,2,1,SS,1,478.733441,1,1,1
107702030,80,2,1,2,HH,1,386.5748,2,1,1
107702030,81,2,2,1,HS,2,720.525721,1,1,1
107702030,82,2,2,2,HH,1,379.487612,2,1,1
107702030,83,2,1,1,SS,1,370.08494,1,1,1
107702030,84,2,1,2,HS,2,753.617138,2,1,1
107702030,85,2,2,2,SH,2,561.471696,2,1,1
107702030,86,2,2,1,HS,2,554.138616,1,1,1
107702030,87,2,2,1,HS,2,378.365562,1,1,1
107702030,88,2,2,2,SH,2,450.794658,2,1,1
107702030,89,2,2,1,SS,1,558.698337,1,1,1
107702030,90,2,1,1,SH,2,470.487445,1,1,1
107702030,91,2,2,2,HH,1,522.652288,2,1,1
107702030,92,2,2,2,SH,2,459.690817,2,1,1
107702030,93,2,1,2,HH,1,512.213834,2,1,1
107702030,94,2,1,1,SS,1,426.965377,1,1,1
107702030,95,2,1,2,HH,1,383.521852,2,1,1
107702030,96,2,2,1,HS,2,389.320576,1,1,1
107702030,97,2,1,2,HS,2,492.286494,2,1,1
107702030,98,2,1,2,HH,1,366.22151,1,2,1
107702030,99,2,1,1,SS,1,1302.654294,2,2,1
107702030,100,2,2,1,HS,2,569.623568,1,1,1
107702030,101,2,1,2,HH,1,495.988153,2,1,1
107702030,102,2,1,2,HH,1,473.854488,2,1,1
107702030,103,2,2,2,SH,2,590.257203,1,2,1
107702030,104,2,2,2,HH,1,950.077834,2,1,1
107702030,105,2,2,2,HH,1,711.297007,2,1,1
107702030,106,2,2,2,HH,1,377.355898,2,1,1
107702030,107,2,2,2,SH,2,785.557107,2,1,1
107702030,108,2,2,1,SS,1,375.578195,1,1,1
107702030,109,2,1,2,HS,2,879.977798,2,1,1
107702030,110,2,2,1,SS,1,578.275746,1,1,1
107702030,111,2,1,1,SH,2,953.823117,1,1,1
107702030,112,2,1,2,HS,2,562.605501,2,1,1
107702030,113,2,2,2,SH,2,601.354349,2,1,1
107702030,114,2,2,1,SS,1,487.469351,1,1,1
107702030,115,2,2,2,HH,1,554.676806,2,1,1
107702030,116,2,2,1,SS,1,674.585731,1,1,1
107702030,117,2,2,2,SH,2,638.221358,2,1,1
107702030,118,2,1,2,HS,2,826.762129,2,1,1
107702030,119,2,1,2,HS,2,432.01751,2,1,1
107702030,120,2,1,1,SH,2,476.951313,1,1,1
107702030,121,2,1,1,SH,2,505.380935,1,1,1
107702030,122,2,2,2,HH,1,971.41088,2,1,1
107702030,123,2,1,1,SS,1,1138.725829,1,1,1
107702030,124,2,2,1,HS,2,596.61815,1,1,1
107702030,125,2,1,1,SS,1,492.103422,1,1,1
107702030,126,2,1,2,HS,2,470.158066,2,1,1
107702030,127,2,1,1,SS,1,600.998996,1,1,1
107702030,128,2,2,2,HH,1,527.134201,2,1,1
107702037,1,1,2,2,SH,2,-999,-999,3,1
107702037,2,1,2,2,SH,2,766.236566,2,1,1
107702037,3,1,2,1,HS,2,1212.159959,1,1,1
107702037,4,1,1,2,HH,1,-999,-999,3,1
107702037,5,1,2,1,SS,1,-999,-999,3,1
107702037,6,1,1,1,SH,2,967.896296,2,2,1
107702037,7,1,1,2,HS,2,-999,-999,3,1
107702037,8,1,2,2,SH,2,-999,-999,3,1
107702037,9,1,1,1,SS,1,678.659048,1,1,1
107702037,10,1,1,1,SH,2,449.056963,2,2,1
107702037,11,1,1,2,HS,2,-999,-999,3,1
107702037,12,1,2,1,SS,1,1247.996089,1,1,1
107702037,13,1,2,1,SS,1,553.866269,1,1,1
107702037,14,1,1,1,SH,2,783.762359,1,1,1
107702037,15,1,1,2,HH,1,445.746434,2,1,1
107702037,16,1,1,1,SH,2,1227.427926,1,1,1
107702037,17,1,1,1,SH,2,640.598964,1,1,1
107702037,18,1,1,1,SH,2,435.272342,1,1,1
107702037,19,1,1,2,HH,1,438.822582,2,1,1
107702037,20,1,1,2,HH,1,579.121861,2,1,1
107702037,21,1,1,2,HS,2,683.377345,2,1,1
107702037,22,1,1,1,SH,2,704.155099,2,2,1
107702037,23,1,1,1,SS,1,578.579999,1,1,1
107702037,24,1,2,2,SH,2,887.843799,1,2,1
107702037,25,1,1,2,HH,1,881.897749,2,1,1
107702037,26,1,2,1,SS,1,595.89919,1,1,1
107702037,27,1,2,2,HH,1,1265.574334,2,1,1
107702037,28,1,2,2,SH,2,642.478072,2,1,1
107702037,29,1,1,1,SS,1,1096.186272,1,1,1
107702037,30,1,1,2,HS,2,833.036814,2,1,1
107702037,31,1,2,1,HS,2,550.257097,1,1,1
107702037,32,1,2,2,HH,1,669.45259,2,1,1
107702037,33,1,2,2,HH,1,625.49267,2,1,1
107702037,34,1,1,1,SS,1,687.217527,1,1,1
107702037,35,1,1,2,HS,2,425.392923,2,1,1
107702037,36,1,2,2,HH,1,799.689693,2,1,1
107702037,37,1,2,2,HH,1,589.954391,2,1,1
107702037,38,1,1,2,HH,1,884.608067,2,1,1
107702037,39,1,2,2,HH,1,607.827033,2,1,1
107702037,40,1,2,2,HH,1,982.399328,1,2,1
107702037,41,1,2,1,HS,2,653.077363,1,1,1
107702037,42,1,1,2,HH,1,992.946995,1,2,1
107702037,43,1,1,1,SS,1,439.997344,1,1,1
107702037,44,1,1,1,SS,1,491.744633,1,1,1
107702037,45,1,1,1,SS,1,660.36815,1,1,1
107702037,46,1,2,1,HS,2,1038.912253,1,1,1
107702037,47,1,2,2,SH,2,1146.815604,2,1,1
107702037,48,1,1,1,SH,2,785.948739,2,2,1
107702037,49,1,1,1,SS,1,729.645572,1,1,1
107702037,50,1,2,1,HS,2,890.828464,2,2,1
107702037,51,1,2,1,SS,1,452.392246,1,1,1
107702037,52,1,2,2,HH,1,761.45184,2,1,1
107702037,53,1,2,2,SH,2,665.100543,2,1,1
107702037,54,1,2,1,SS,1,443.813985,1,1,1
107702037,55,1,2,1,SS,1,638.297177,1,1,1
107702037,56,1,1,2,HH,1,594.619681,2,1,1
107702037,57,1,2,1,SS,1,617.9107,1,1,1
107702037,58,1,2,1,HS,2,580.853917,1,1,1
107702037,59,1,1,2,HS,2,496.922397,1,2,1
107702037,60,1,1,2,HS,2,513.565127,2,1,1
107702037,61,1,2,2,SH,2,962.711744,2,1,1
107702037,62,1,2,1,HS,2,538.484288,1,1,1
107702037,63,1,2,1,HS,2,616.783576,1,1,1
107702037,64,1,1,2,HS,2,669.818959,2,1,1
107702037,65,2,2,1,HS,2,594.463336,1,1,1
107702037,66,2,1,2,HS,2,456.64652,2,1,1
107702037,67,2,2,1,SS,1,573.537184,1,1,1
107702037,68,2,1,1,SS,1,467.428361,1,1,1
107702037,69,2,1,2,HH,1,606.256131,2,1,1
107702037,70,2,1,1,SS,1,1093.138823,2,2,1
107702037,71,2,1,2,HS,2,896.186198,2,1,1
107702037,72,2,2,2,HH,1,938.356478,2,1,1
107702037,73,2,2,2,SH,2,515.45143,2,1,1
107702037,74,2,2,2,SH,2,-999,-999,3,1
107702037,75,2,2,1,SS,1,456.613199,1,1,1
107702037,76,2,1,2,HH,1,499.130486,2,1,1
107702037,77,2,1,1,SS,1,414.17154,1,1,1
107702037,78,2,2,2,HH,1,498.501963,2,1,1
107702037,79,2,1,1,SS,1,445.38905,1,1,1
107702037,80,2,2,2,SH,2,880.03517,2,1,1
107702037,81,2,1,1,SH,2,547.241419,1,1,1
107702037,82,2,1,2,HH,1,570.714927,2,1,1
107702037,83,2,1,2,HS,2,546.12452,2,1,1
107702037,84,2,2,1,SS,1,506.48092,1,1,1
107702037,85,2,2,2,SH,2,740.770647,2,1,1
107702037,86,2,1,2,HS,2,749.26746,1,2,1
107702037,87,2,2,1,SS,1,452.258631,1,1,1
107702037,88,2,1,1,SH,2,888.686287,2,2,1
107702037,89,2,2,2,HH,1,1067.568054,2,1,1
107702037,90,2,2,2,SH,2,790.500031,2,1,1
107702037,91,2,2,2,SH,2,1094.724406,2,1,1
107702037,92,2,1,1,SS,1,489.338998,1,1,1
107702037,93,2,2,2,SH,2,803.335621,2,1,1
107702037,94,2,1,2,HH,1,825.584831,2,1,1
107702037,95,2,2,1,HS,2,702.60955,1,1,1
107702037,96,2,2,1,HS,2,590.753742,1,1,1
107702037,97,2,1,2,HH,1,579.230978,2,1,1
107702037,98,2,1,1,SS,1,538.019893,1,1,1
107702037,99,2,2,1,HS,2,625.360773,1,1,1
107702037,100,2,1,2,HS,2,613.35946,1,2,1
107702037,101,2,2,1,SS,1,465.937597,1,1,1
107702037,102,2,1,1,SH,2,349.1591,1,1,1
107702037,103,2,2,1,HS,2,396.797908,1,1,1
107702037,104,2,2,1,HS,2,434.582177,1,1,1
107702037,105,2,1,1,SH,2,416.175422,1,1,1
107702037,106,2,1,1,SH,2,406.969674,1,1,1
107702037,107,2,1,2,HH,1,381.722887,2,1,1
107702037,108,2,1,1,SH,2,419.922285,1,1,1
107702037,109,2,1,2,HS,2,440.677928,2,1,1
107702037,110,2,1,2,HS,2,566.77833,2,1,1
107702037,111,2,1,1,SH,2,509.919886,1,1,1
107702037,112,2,1,1,SH,2,431.027289,1,1,1
